Type,Montant,Nom_src,Ancien_solde_src,Nouveau_solde_src,Nom_dest,Ancien_solde_dest,Nouveau_solde_dest,Date
TRANSFER,1138944,Alphonse Leclercq-Rousseau,2029850,890906,Thierry Delattre-Simon,1392400,253456,2022-01-08
CASH_OUT,505388,Alphonse Leclercq-Rousseau,890906,385518,Agence_mtn_Ouidah,300000,-205388,2022-01-17
TRANSFER,285405,Alphonse Leclercq-Rousseau,385518,100113,Sébastien Vallée,1301400,1015995,2022-01-22
TRANSFER,992885,Valentine Richard-Bourdon,1135400,142515,Sophie Lévêque,337100,-655785,2022-01-14
TRANSFER,78517,Roland Garcia,269600,191083,Valentine Richard-Bourdon,142515,221032,2022-01-18
CASH_OUT,86437,Valentine Richard-Bourdon,221032,134595,Agence_mtn_Cotonou,300000,213563,2022-01-20
CASH_IN,240956,Agence_mtn_Cotonou,300000,59044,William Le Lucas,858300,1099256,2022-01-01
CASH_OUT,1005323,Gabriel Humbert,1389800,384477,Agence_mtn_Abomey,300000,-705323,2022-01-14
CASH_IN,169519,Agence_mtn_Cotonou,300000,130481,Gabriel Humbert,384477,553996,2022-01-15
CASH_IN,49767,Agence_mtn_Abomey,300000,250233,Gabriel Humbert,553996,603763,2022-01-20
CASH_IN,190943,Agence_mtn_Abomey,300000,109057,Gabriel Humbert,603763,794706,2022-01-26
TRANSFER,43197,Roland Garcia,191083,147886,Antoinette Bertrand,989200,1032397,2022-01-25
CASH_OUT,1281137,Margot Renaud,1291900,10763,Agence_mtn_Cotonou,300000,-981137,2022-01-11
CASH_IN,128124,Agence_mtn_Ouidah,300000,171876,Margot Renaud,10763,138887,2022-01-21
CASH_IN,97468,Agence_mtn_Cotonou,300000,202532,Louise Girard,657800,755268,2022-01-02
TRANSFER,520773,Claude Foucher,523277,2504,Louise Girard,755268,1276041,2022-01-05
CASH_IN,23811,Agence_mtn_Abomey,300000,276189,Louise Girard,1276041,1299852,2022-01-19
TRANSFER,1048078,Alix Maillet,1178600,130522,Vincent Mathieu,944500,-103578,2022-01-13
CASH_OUT,1120166,Nathalie Pages,1590500,470334,Agence_mtn_Cotonou,300000,-820166,2022-01-11
CASH_OUT,167153,Nathalie Pages,470334,303181,Agence_mtn_Ouidah,300000,132847,2022-01-13
TRANSFER,107708,Jean Benard,541200,433492,Honoré du Laurent,1779000,1671292,2022-01-06
CASH_IN,258591,Agence_mtn_Ouidah,300000,41409,Sophie Lévêque,-655785,-397194,2022-01-03
CASH_IN,210122,Agence_mtn_Abomey,300000,89878,Sophie Lévêque,-397194,-187072,2022-01-17
CASH_OUT,72417,Cécile Delattre-Arnaud,160064,87647,Agence_mtn_Cotonou,300000,227583,2022-01-02
CASH_IN,14018,Agence_mtn_Ouidah,300000,285982,Cécile Delattre-Arnaud,87647,101665,2022-01-03
CASH_IN,201488,Agence_mtn_Abomey,300000,98512,Cécile Delattre-Arnaud,101665,303153,2022-01-03
CASH_IN,239721,Agence_mtn_Cotonou,300000,60279,Cécile Delattre-Arnaud,303153,542874,2022-01-06
TRANSFER,223632,Gilbert-Charles Thibault,709800,486168,Cécile Delattre-Arnaud,542874,766506,2022-01-08
CASH_OUT,632194,Cécile Delattre-Arnaud,766506,134312,Agence_mtn_Cotonou,300000,-332194,2022-01-08
TRANSFER,39506,Cécile Delattre-Arnaud,134312,94806,David du Blondel,1438018,1398512,2022-01-11
CASH_OUT,44919,Cécile Delattre-Arnaud,94806,49887,Agence_mtn_Abomey,300000,255081,2022-01-12
TRANSFER,270796,Sébastien Lemaître,300900,30104,Cécile Delattre-Arnaud,49887,320683,2022-01-14
TRANSFER,218145,Cécile Delattre-Arnaud,320683,102538,Léon Lecoq,864100,645955,2022-01-15
CASH_OUT,32902,Cécile Delattre-Arnaud,102538,69636,Agence_mtn_Abomey,300000,267098,2022-01-16
TRANSFER,10112,Cécile Delattre-Arnaud,69636,59524,Renée David,555500,545388,2022-01-16
CASH_OUT,11311,Cécile Delattre-Arnaud,59524,48213,Agence_mtn_Cotonou,300000,288689,2022-01-16
TRANSFER,337318,Valentine Martinez,1255000,917682,Cécile Delattre-Arnaud,48213,385531,2022-01-17
CASH_OUT,340549,Cécile Delattre-Arnaud,385531,44982,Agence_mtn_Cotonou,300000,-40549,2022-01-18
CASH_OUT,43139,Cécile Delattre-Arnaud,44982,1843,Agence_mtn_Cotonou,300000,256861,2022-01-18
CASH_IN,45703,Agence_mtn_Abomey,300000,254297,Cécile Delattre-Arnaud,1843,47546,2022-01-19
TRANSFER,10918,Cécile Delattre-Arnaud,47546,36628,Roland Garcia,147886,136968,2022-01-19
TRANSFER,878026,Tristan Thomas,1476500,598474,Cécile Delattre-Arnaud,36628,914654,2022-01-21
CASH_OUT,316406,Cécile Delattre-Arnaud,914654,598248,Agence_mtn_Abomey,300000,-16406,2022-01-21
CASH_OUT,474272,Cécile Delattre-Arnaud,598248,123976,Agence_mtn_Abomey,300000,-174272,2022-01-24
CASH_OUT,60787,Cécile Delattre-Arnaud,123976,63189,Agence_mtn_Abomey,300000,239213,2022-01-24
CASH_IN,111781,Agence_mtn_Abomey,300000,188219,Cécile Delattre-Arnaud,63189,174970,2022-01-26
CASH_OUT,332248,David du Blondel,1398512,1066264,Agence_mtn_Abomey,300000,-32248,2022-01-01
TRANSFER,558051,David du Blondel,1066264,508213,Benjamin Evrard-Marty,1657500,1099449,2022-01-01
CASH_OUT,434156,David du Blondel,508213,74057,Agence_mtn_Ouidah,300000,-134156,2022-01-02
CASH_IN,73959,Agence_mtn_Ouidah,300000,226041,David du Blondel,74057,148016,2022-01-03
CASH_OUT,54704,David du Blondel,148016,93312,Agence_mtn_Abomey,300000,245296,2022-01-05
CASH_OUT,92899,David du Blondel,93312,413,Agence_mtn_Cotonou,300000,207101,2022-01-05
CASH_OUT,152,David du Blondel,413,261,Agence_mtn_Ouidah,300000,299848,2022-01-06
CASH_OUT,248,David du Blondel,261,13,Agence_mtn_Cotonou,300000,299752,2022-01-07
CASH_IN,141021,Agence_mtn_Cotonou,300000,158979,David du Blondel,13,141034,2022-01-07
CASH_IN,190453,Agence_mtn_Ouidah,300000,109547,David du Blondel,141034,331487,2022-01-08
TRANSFER,314943,David du Blondel,331487,16544,Pierre Roger,1357400,1042457,2022-01-09
CASH_IN,139607,Agence_mtn_Ouidah,300000,160393,David du Blondel,16544,156151,2022-01-11
CASH_IN,164734,Agence_mtn_Cotonou,300000,135266,David du Blondel,156151,320885,2022-01-11
TRANSFER,876020,Laure Philippe,885700,9680,David du Blondel,320885,1196905,2022-01-12
CASH_OUT,396034,David du Blondel,1196905,800871,Agence_mtn_Ouidah,300000,-96034,2022-01-13
CASH_OUT,16136,David du Blondel,800871,784735,Agence_mtn_Abomey,300000,283864,2022-01-14
CASH_IN,133501,Agence_mtn_Abomey,300000,166499,David du Blondel,784735,918236,2022-01-15
CASH_OUT,479845,David du Blondel,918236,438391,Agence_mtn_Ouidah,300000,-179845,2022-01-15
TRANSFER,304098,David du Blondel,438391,134293,Édouard Nguyen,1614100,1310002,2022-01-15
TRANSFER,267927,Étienne Roche,551400,283473,David du Blondel,134293,402220,2022-01-15
TRANSFER,346761,David du Blondel,402220,55459,Aurore Guyon,1449300,1102539,2022-01-19
CASH_OUT,1876,David du Blondel,55459,53583,Agence_mtn_Abomey,300000,298124,2022-01-20
CASH_OUT,50699,David du Blondel,53583,2884,Agence_mtn_Ouidah,300000,249301,2022-01-20
CASH_IN,74754,Agence_mtn_Ouidah,300000,225246,David du Blondel,2884,77638,2022-01-20
TRANSFER,70909,David du Blondel,77638,6729,Xavier Leblanc-Ferreira,1980300,1909391,2022-01-24
CASH_OUT,6703,David du Blondel,6729,26,Agence_mtn_Ouidah,300000,293297,2022-01-25
CASH_IN,76348,Agence_mtn_Cotonou,300000,223652,David du Blondel,26,76374,2022-01-27
CASH_IN,51016,Agence_mtn_Abomey,300000,248984,Corinne-Louise Valentin,1131900,1182916,2022-01-01
CASH_OUT,96329,Corinne-Louise Valentin,1182916,1086587,Agence_mtn_Ouidah,300000,203671,2022-01-01
CASH_IN,279575,Agence_mtn_Cotonou,300000,20425,Corinne-Louise Valentin,1086587,1366162,2022-01-02
CASH_OUT,1231755,Corinne-Louise Valentin,1366162,134407,Agence_mtn_Ouidah,300000,-931755,2022-01-04
TRANSFER,25639,Corinne-Louise Valentin,134407,108768,Louis Pichon,500400,474761,2022-01-06
TRANSFER,37582,Margot Riou du Fernandes,52600,15018,Corinne-Louise Valentin,108768,146350,2022-01-07
CASH_IN,175828,Agence_mtn_Cotonou,300000,124172,Corinne-Louise Valentin,146350,322178,2022-01-07
CASH_IN,119636,Agence_mtn_Abomey,300000,180364,Corinne-Louise Valentin,322178,441814,2022-01-08
CASH_OUT,373553,Corinne-Louise Valentin,441814,68261,Agence_mtn_Cotonou,300000,-73553,2022-01-11
TRANSFER,1543,Laure Philippe,9680,8137,Corinne-Louise Valentin,68261,69804,2022-01-12
TRANSFER,18319,Corinne-Louise Valentin,69804,51485,Honoré du Laurent,1671292,1652973,2022-01-12
CASH_IN,247405,Agence_mtn_Cotonou,300000,52595,Corinne-Louise Valentin,51485,298890,2022-01-14
CASH_IN,61263,Agence_mtn_Ouidah,300000,238737,Corinne-Louise Valentin,298890,360153,2022-01-14
CASH_IN,119403,Agence_mtn_Ouidah,300000,180597,Corinne-Louise Valentin,360153,479556,2022-01-14
TRANSFER,252363,Corinne-Louise Valentin,479556,227193,Philippine Courtois,723800,471437,2022-01-15
CASH_OUT,11467,Corinne-Louise Valentin,227193,215726,Agence_mtn_Abomey,300000,288533,2022-01-15
TRANSFER,508436,Sophie Gonzalez,925700,417264,Corinne-Louise Valentin,215726,724162,2022-01-15
TRANSFER,1133013,Vincent Fournier,1183400,50387,Corinne-Louise Valentin,724162,1857175,2022-01-15
CASH_IN,161232,Agence_mtn_Abomey,300000,138768,Corinne-Louise Valentin,1857175,2018407,2022-01-15
TRANSFER,251222,Corinne-Louise Valentin,2018407,1767185,Pénélope Dupuis,74100,-177122,2022-01-17
TRANSFER,218352,Étienne Roche,283473,65121,Corinne-Louise Valentin,1767185,1985537,2022-01-17
CASH_OUT,1542949,Corinne-Louise Valentin,1985537,442588,Agence_mtn_Cotonou,300000,-1242949,2022-01-19
TRANSFER,441582,Thibault Moreno,1136500,694918,Corinne-Louise Valentin,442588,884170,2022-01-19
CASH_IN,265765,Agence_mtn_Ouidah,300000,34235,Corinne-Louise Valentin,884170,1149935,2022-01-20
CASH_OUT,363054,Corinne-Louise Valentin,1149935,786881,Agence_mtn_Ouidah,300000,-63054,2022-01-20
CASH_OUT,317853,Corinne-Louise Valentin,786881,469028,Agence_mtn_Ouidah,300000,-17853,2022-01-21
CASH_OUT,132037,Corinne-Louise Valentin,469028,336991,Agence_mtn_Ouidah,300000,167963,2022-01-22
CASH_OUT,146942,Corinne-Louise Valentin,336991,190049,Agence_mtn_Cotonou,300000,153058,2022-01-22
CASH_OUT,187022,Corinne-Louise Valentin,190049,3027,Agence_mtn_Cotonou,300000,112978,2022-01-26
TRANSFER,774,Corinne-Louise Valentin,3027,2253,Inès Hamon,788500,787726,2022-01-27
TRANSFER,931174,Xavier Leblanc-Ferreira,1909391,978217,Cécile Germain,1748400,817226,2022-01-02
TRANSFER,441777,Gilbert Foucher,997000,555223,Xavier Leblanc-Ferreira,978217,1419994,2022-01-02
CASH_IN,152824,Agence_mtn_Cotonou,300000,147176,Xavier Leblanc-Ferreira,1419994,1572818,2022-01-02
CASH_IN,151821,Agence_mtn_Ouidah,300000,148179,Xavier Leblanc-Ferreira,1572818,1724639,2022-01-04
CASH_IN,249339,Agence_mtn_Ouidah,300000,50661,Xavier Leblanc-Ferreira,1724639,1973978,2022-01-08
TRANSFER,751687,Pierre Roger,1042457,290770,Xavier Leblanc-Ferreira,1973978,2725665,2022-01-09
CASH_OUT,888412,Xavier Leblanc-Ferreira,2725665,1837253,Agence_mtn_Ouidah,300000,-588412,2022-01-09
TRANSFER,127176,Céline Gomez,1563800,1436624,Xavier Leblanc-Ferreira,1837253,1964429,2022-01-09
TRANSFER,833944,Marcelle Paris,1780900,946956,Xavier Leblanc-Ferreira,1964429,2798373,2022-01-10
TRANSFER,1572630,Xavier Leblanc-Ferreira,2798373,1225743,Léon Lecoq,645955,-926675,2022-01-11
CASH_IN,296274,Agence_mtn_Abomey,300000,3726,Xavier Leblanc-Ferreira,1225743,1522017,2022-01-13
TRANSFER,68411,Geneviève De Oliveira-Michel,1014700,946289,Xavier Leblanc-Ferreira,1522017,1590428,2022-01-13
CASH_IN,242915,Agence_mtn_Abomey,300000,57085,Xavier Leblanc-Ferreira,1590428,1833343,2022-01-13
TRANSFER,110382,Rémy de la Roux,300243,189861,Xavier Leblanc-Ferreira,1833343,1943725,2022-01-14
CASH_OUT,1704278,Xavier Leblanc-Ferreira,1943725,239447,Agence_mtn_Cotonou,300000,-1404278,2022-01-15
TRANSFER,188732,Pierre Reynaud,272557,83825,Xavier Leblanc-Ferreira,239447,428179,2022-01-15
CASH_IN,179435,Agence_mtn_Cotonou,300000,120565,Xavier Leblanc-Ferreira,428179,607614,2022-01-16
TRANSFER,21566,Victoire-Nicole Lopez,34700,13134,Xavier Leblanc-Ferreira,607614,629180,2022-01-17
CASH_OUT,347383,Xavier Leblanc-Ferreira,629180,281797,Agence_mtn_Abomey,300000,-47383,2022-01-17
TRANSFER,196228,Xavier Leblanc-Ferreira,281797,85569,Cécile Clerc,1567900,1371672,2022-01-17
CASH_IN,87095,Agence_mtn_Ouidah,300000,212905,Xavier Leblanc-Ferreira,85569,172664,2022-01-18
CASH_IN,54263,Agence_mtn_Ouidah,300000,245737,Xavier Leblanc-Ferreira,172664,226927,2022-01-19
CASH_IN,282845,Agence_mtn_Abomey,300000,17155,Xavier Leblanc-Ferreira,226927,509772,2022-01-21
CASH_IN,81761,Agence_mtn_Abomey,300000,218239,Xavier Leblanc-Ferreira,509772,591533,2022-01-22
CASH_IN,85079,Agence_mtn_Ouidah,300000,214921,Xavier Leblanc-Ferreira,591533,676612,2022-01-22
TRANSFER,576566,Céline Gomez,1436624,860058,Xavier Leblanc-Ferreira,676612,1253178,2022-01-23
CASH_IN,173015,Agence_mtn_Ouidah,300000,126985,Xavier Leblanc-Ferreira,1253178,1426193,2022-01-24
CASH_IN,209515,Agence_mtn_Ouidah,300000,90485,Xavier Leblanc-Ferreira,1426193,1635708,2022-01-26
CASH_IN,105165,Agence_mtn_Cotonou,300000,194835,Édouard Nguyen,1310002,1415167,2022-01-06
CASH_IN,35507,Agence_mtn_Cotonou,300000,264493,Édouard Nguyen,1415167,1450674,2022-01-06
CASH_IN,229689,Agence_mtn_Ouidah,300000,70311,Édouard Nguyen,1450674,1680363,2022-01-06
CASH_IN,41325,Agence_mtn_Ouidah,300000,258675,Édouard Nguyen,1680363,1721688,2022-01-06
CASH_IN,295878,Agence_mtn_Ouidah,300000,4122,Édouard Nguyen,1721688,2017566,2022-01-09
TRANSFER,2016686,Édouard Nguyen,2017566,880,Renée David,545388,-1471298,2022-01-10
CASH_IN,64229,Agence_mtn_Abomey,300000,235771,Édouard Nguyen,880,65109,2022-01-11
TRANSFER,1434481,Frédéric Couturier,1765400,330919,Édouard Nguyen,65109,1499590,2022-01-12
TRANSFER,236181,Benjamin Evrard-Marty,1099449,863268,Édouard Nguyen,1499590,1735771,2022-01-12
CASH_OUT,328751,Édouard Nguyen,1735771,1407020,Agence_mtn_Cotonou,300000,-28751,2022-01-13
TRANSFER,706650,Édouard Nguyen,1407020,700370,Martine Wagner de la Bègue,54898,-651752,2022-01-16
TRANSFER,134738,Édouard Nguyen,700370,565632,Alfred du Lesage,950606,815868,2022-01-18
CASH_IN,178267,Agence_mtn_Ouidah,300000,121733,Édouard Nguyen,565632,743899,2022-01-18
TRANSFER,566304,Édouard Nguyen,743899,177595,Emmanuelle Georges,801100,234796,2022-01-20
CASH_IN,293349,Agence_mtn_Ouidah,300000,6651,Édouard Nguyen,177595,470944,2022-01-20
CASH_IN,163876,Agence_mtn_Cotonou,300000,136124,Édouard Nguyen,470944,634820,2022-01-21
TRANSFER,671789,Nath Bruneau,1092200,420411,Édouard Nguyen,634820,1306609,2022-01-21
TRANSFER,93385,Sophie Gonzalez,417264,323879,Édouard Nguyen,1306609,1399994,2022-01-21
TRANSFER,486683,Édouard Nguyen,1399994,913311,Vincent Fournier,50387,-436296,2022-01-21
CASH_IN,291485,Agence_mtn_Ouidah,300000,8515,Édouard Nguyen,913311,1204796,2022-01-22
TRANSFER,160075,Édouard Nguyen,1204796,1044721,Édouard Nguyen,1204796,1044721,2022-01-23
CASH_OUT,589129,Édouard Nguyen,1044721,455592,Agence_mtn_Abomey,300000,-289129,2022-01-25
TRANSFER,243849,Édouard Nguyen,455592,211743,Caroline-Lorraine Humbert,626300,382451,2022-01-26
CASH_OUT,178812,Édouard Nguyen,211743,32931,Agence_mtn_Abomey,300000,121188,2022-01-26
CASH_OUT,15595,Édouard Nguyen,32931,17336,Agence_mtn_Cotonou,300000,284405,2022-01-27
TRANSFER,72116,Inès de Letellier,1179300,1107184,Caroline-Lorraine Humbert,382451,310335,2022-01-01
CASH_OUT,605518,Inès de Letellier,1107184,501666,Agence_mtn_Cotonou,300000,-305518,2022-01-01
CASH_IN,256186,Agence_mtn_Ouidah,300000,43814,Inès de Letellier,501666,757852,2022-01-02
CASH_OUT,323457,Inès de Letellier,757852,434395,Agence_mtn_Cotonou,300000,-23457,2022-01-03
TRANSFER,924185,Marine Chauvet-Potier,1346700,422515,Inès de Letellier,434395,1358580,2022-01-05
TRANSFER,587258,Thibault Moreno,694918,107660,Inès de Letellier,1358580,1945838,2022-01-06
CASH_IN,66400,Agence_mtn_Ouidah,300000,233600,Inès de Letellier,1945838,2012238,2022-01-07
CASH_OUT,765988,Inès de Letellier,2012238,1246250,Agence_mtn_Abomey,300000,-465988,2022-01-07
CASH_IN,211955,Agence_mtn_Cotonou,300000,88045,Inès de Letellier,1246250,1458205,2022-01-09
TRANSFER,198723,Louis Pichon,474761,276038,Inès de Letellier,1458205,1656928,2022-01-14
CASH_OUT,240175,Inès de Letellier,1656928,1416753,Agence_mtn_Cotonou,300000,59825,2022-01-14
CASH_OUT,126010,Inès de Letellier,1416753,1290743,Agence_mtn_Cotonou,300000,173990,2022-01-14
CASH_OUT,668265,Inès de Letellier,1290743,622478,Agence_mtn_Abomey,300000,-368265,2022-01-16
CASH_OUT,59181,Inès de Letellier,622478,563297,Agence_mtn_Ouidah,300000,240819,2022-01-16
CASH_IN,281642,Agence_mtn_Cotonou,300000,18358,Inès de Letellier,563297,844939,2022-01-16
TRANSFER,538450,Cécile Germain,817226,278776,Inès de Letellier,844939,1383389,2022-01-17
CASH_OUT,830563,Inès de Letellier,1383389,552826,Agence_mtn_Ouidah,300000,-530563,2022-01-19
CASH_OUT,515391,Inès de Letellier,552826,37435,Agence_mtn_Ouidah,300000,-215391,2022-01-19
TRANSFER,15596,Inès de Letellier,37435,21839,Bertrand Charles,1929400,1913804,2022-01-19
TRANSFER,13819,Inès de Letellier,21839,8020,Frédéric Couturier,330919,317100,2022-01-20
CASH_OUT,546,Inès de Letellier,8020,7474,Agence_mtn_Cotonou,300000,299454,2022-01-20
CASH_IN,296472,Agence_mtn_Ouidah,300000,3528,Inès de Letellier,7474,303946,2022-01-21
TRANSFER,133044,Rémy de la Roux,189861,56817,Inès de Letellier,303946,436990,2022-01-21
CASH_OUT,149781,Inès de Letellier,436990,287209,Agence_mtn_Cotonou,300000,150219,2022-01-23
TRANSFER,242768,Inès de Letellier,287209,44441,Pierre Reynaud,83825,-158943,2022-01-27
CASH_OUT,14225,Inès de Letellier,44441,30216,Agence_mtn_Abomey,300000,285775,2022-01-27
CASH_IN,13087,Agence_mtn_Abomey,300000,286913,Aurore Guyon,1102539,1115626,2022-01-02
CASH_IN,83063,Agence_mtn_Ouidah,300000,216937,Aurore Guyon,1115626,1198689,2022-01-02
CASH_OUT,665116,Aurore Guyon,1198689,533573,Agence_mtn_Ouidah,300000,-365116,2022-01-05
CASH_OUT,525361,Aurore Guyon,533573,8212,Agence_mtn_Ouidah,300000,-225361,2022-01-07
CASH_OUT,7666,Aurore Guyon,8212,546,Agence_mtn_Cotonou,300000,292334,2022-01-07
CASH_IN,242448,Agence_mtn_Cotonou,300000,57552,Aurore Guyon,546,242994,2022-01-08
CASH_OUT,55350,Aurore Guyon,242994,187644,Agence_mtn_Abomey,300000,244650,2022-01-08
CASH_OUT,69484,Aurore Guyon,187644,118160,Agence_mtn_Cotonou,300000,230516,2022-01-09
CASH_OUT,108200,Aurore Guyon,118160,9960,Agence_mtn_Ouidah,300000,191800,2022-01-11
CASH_OUT,8084,Aurore Guyon,9960,1876,Agence_mtn_Cotonou,300000,291916,2022-01-11
CASH_IN,103183,Agence_mtn_Cotonou,300000,196817,Aurore Guyon,1876,105059,2022-01-13
TRANSFER,84739,Aurore Guyon,105059,20320,Caroline-Lorraine Humbert,310335,225596,2022-01-15
TRANSFER,1379,Aurore Guyon,20320,18941,François Michel-Legros,366200,364821,2022-01-15
CASH_IN,41463,Agence_mtn_Cotonou,300000,258537,Aurore Guyon,18941,60404,2022-01-16
CASH_IN,31521,Agence_mtn_Cotonou,300000,268479,Aurore Guyon,60404,91925,2022-01-17
CASH_IN,37500,Agence_mtn_Abomey,300000,262500,Aurore Guyon,91925,129425,2022-01-19
CASH_IN,187584,Agence_mtn_Cotonou,300000,112416,Aurore Guyon,129425,317009,2022-01-20
CASH_IN,4887,Agence_mtn_Abomey,300000,295113,Aurore Guyon,317009,321896,2022-01-20
TRANSFER,309044,Aurore Guyon,321896,12852,Philippine Courtois,471437,162393,2022-01-21
CASH_IN,14620,Agence_mtn_Abomey,300000,285380,Aurore Guyon,12852,27472,2022-01-21
CASH_OUT,9260,Aurore Guyon,27472,18212,Agence_mtn_Ouidah,300000,290740,2022-01-25
TRANSFER,16461,Aurore Guyon,18212,1751,Gilbert Foucher,555223,538762,2022-01-27
TRANSFER,1288,Aurore Guyon,1751,463,Frédéric Couturier,317100,315812,2022-01-27
CASH_IN,131276,Agence_mtn_Ouidah,300000,168724,Aurore Guyon,463,131739,2022-01-27
TRANSFER,117170,Frédéric Couturier,315812,198642,Claude Foucher,2504,-114666,2022-01-01
CASH_OUT,184459,Frédéric Couturier,198642,14183,Agence_mtn_Cotonou,300000,115541,2022-01-01
CASH_IN,289916,Agence_mtn_Cotonou,300000,10084,Frédéric Couturier,14183,304099,2022-01-01
TRANSFER,194340,Eugène Poulain,1082900,888560,Frédéric Couturier,304099,498439,2022-01-01
CASH_OUT,319749,Frédéric Couturier,498439,178690,Agence_mtn_Abomey,300000,-19749,2022-01-03
CASH_OUT,122684,Frédéric Couturier,178690,56006,Agence_mtn_Ouidah,300000,177316,2022-01-04
CASH_IN,235582,Agence_mtn_Abomey,300000,64418,Frédéric Couturier,56006,291588,2022-01-04
CASH_OUT,9807,Frédéric Couturier,291588,281781,Agence_mtn_Ouidah,300000,290193,2022-01-05
TRANSFER,987219,Marcelle Charrier,1007800,20581,Frédéric Couturier,281781,1269000,2022-01-05
CASH_OUT,483101,Frédéric Couturier,1269000,785899,Agence_mtn_Cotonou,300000,-183101,2022-01-08
TRANSFER,249085,Sophie Gonzalez,323879,74794,Frédéric Couturier,785899,1034984,2022-01-10
TRANSFER,772906,Honoré du Laurent,1652973,880067,Frédéric Couturier,1034984,1807890,2022-01-10
TRANSFER,1790314,Frédéric Couturier,1807890,17576,Richard Le Descamps,978600,-811714,2022-01-13
CASH_IN,29825,Agence_mtn_Ouidah,300000,270175,Frédéric Couturier,17576,47401,2022-01-13
